Date,Visitor/Neutral,PTS,Home/Neutral,PTS
"Wed, Feb 29, 2012",CHI,96,SAS,89
"Wed, Feb 29, 2012",HOU,83,UTA,104
"Wed, Feb 29, 2012",ORL,102,WAS,95
"Thu, Mar 1, 2012",OKC,105,ORL,102
"Thu, Mar 1, 2012",MIN,95,PHX,104
"Thu, Mar 1, 2012",MIA,107,POR,93
"Thu, Mar 1, 2012",LAC,108,SAC,100
"Fri, Mar 2, 2012",MIL,94,ATL,99
"Fri, Mar 2, 2012",BKN,94,BOS,107
"Fri, Mar 2, 2012",CHI,112,CLE,91
"Fri, Mar 2, 2012",DEN,117,HOU,105
"Fri, Mar 2, 2012",SAC,107,LAL,115
"Fri, Mar 2, 2012",DAL,92,NOH,97
"Fri, Mar 2, 2012",GSW,83,PHI,105
"Fri, Mar 2, 2012",LAC,78,PHX,81
"Fri, Mar 2, 2012",CHA,72,SAS,102
"Fri, Mar 2, 2012",MEM,102,TOR,99
"Fri, Mar 2, 2012",MIA,98,UTA,99
"Sat, Mar 3, 2012",OKC,90,ATL,97
"Sat, Mar 3, 2012",UTA,96,DAL,102
"Sat, Mar 3, 2012",DET,83,MEM,100
"Sat, Mar 3, 2012",IND,102,NOH,84
"Sat, Mar 3, 2012",MIL,98,ORL,114
"Sat, Mar 3, 2012",MIN,122,POR,110
"Sat, Mar 3, 2012",CLE,98,WAS,101
"Sun, Mar 4, 2012",NYK,111,BOS,115
"Sun, Mar 4, 2012",BKN,104,CHA,101
"Sun, Mar 4, 2012",LAC,105,HOU,103
"Sun, Mar 4, 2012",MIA,83,LAL,93
"Sun, Mar 4, 2012",CHI,96,PHI,91
"Sun, Mar 4, 2012",SAC,88,PHX,96
"Sun, Mar 4, 2012",DEN,99,SAS,94
"Sun, Mar 4, 2012",GSW,75,TOR,83
"Mon, Mar 5, 2012",IND,72,CHI,92
"Mon, Mar 5, 2012",UTA,109,CLE,100
"Mon, Mar 5, 2012",SAC,116,DEN,119
"Mon, Mar 5, 2012",PHI,93,MIL,97
"Mon, Mar 5, 2012",LAC,94,MIN,95
"Mon, Mar 5, 2012",DAL,91,OKC,95
"Mon, Mar 5, 2012",NOH,74,POR,86
"Mon, Mar 5, 2012",ORL,92,TOR,88
"Mon, Mar 5, 2012",GSW,120,WAS,100
"Tue, Mar 6, 2012",HOU,92,BOS,97
"Tue, Mar 6, 2012",ORL,84,CHA,100
"Tue, Mar 6, 2012",NYK,85,DAL,95
"Tue, Mar 6, 2012",LAL,85,DET,88
"Tue, Mar 6, 2012",ATL,101,IND,96
"Tue, Mar 6, 2012",BKN,78,MIA,108
"Wed, Mar 7, 2012",UTA,99,CHA,93
"Wed, Mar 7, 2012",CLE,100,DEN,99
"Wed, Mar 7, 2012",MEM,110,GSW,92
"Wed, Mar 7, 2012",ATL,86,MIA,89
"Wed, Mar 7, 2012",CHI,106,MIL,104
"Wed, Mar 7, 2012",POR,94,MIN,106
"Wed, Mar 7, 2012",LAC,100,BKN,101
"Wed, Mar 7, 2012",PHX,104,OKC,115
"Wed, Mar 7, 2012",BOS,71,PHI,103
"Wed, Mar 7, 2012",NOH,98,SAC,99
"Wed, Mar 7, 2012",NYK,105,SAS,118
"Wed, Mar 7, 2012",HOU,98,TOR,116
"Wed, Mar 7, 2012",LAL,101,WAS,106
"Thu, Mar 8, 2012",ORL,99,CHI,94
"Thu, Mar 8, 2012",DAL,94,PHX,96
"Fri, Mar 9, 2012",POR,86,BOS,104
"Fri, Mar 9, 2012",BKN,83,CHA,74
"Fri, Mar 9, 2012",NOH,97,DEN,110
"Fri, Mar 9, 2012",ATL,85,DET,86
"Fri, Mar 9, 2012",NYK,114,MIL,119
"Fri, Mar 9, 2012",LAL,105,MIN,102
"Fri, Mar 9, 2012",CLE,96,OKC,90
"Fri, Mar 9, 2012",UTA,91,PHI,104
"Fri, Mar 9, 2012",DAL,97,SAC,110
"Fri, Mar 9, 2012",LAC,120,SAS,108
"Sat, Mar 10, 2012",UTA,97,CHI,111
"Sat, Mar 10, 2012",TOR,86,DET,105
"Sat, Mar 10, 2012",DAL,87,GSW,111
"Sat, Mar 10, 2012",IND,91,MIA,93
"Sat, Mar 10, 2012",NOH,95,MIN,89
"Sat, Mar 10, 2012",HOU,112,BKN,106
"Sat, Mar 10, 2012",CHA,95,OKC,122
"Sat, Mar 10, 2012",MEM,91,PHX,98
"Sat, Mar 10, 2012",POR,110,WAS,99
"Sun, Mar 11, 2012",HOU,107,CLE,118
"Sun, Mar 11, 2012",MEM,94,DEN,91
"Sun, Mar 11, 2012",GSW,97,LAC,93
"Sun, Mar 11, 2012",BOS,94,LAL,97
"Sun, Mar 11, 2012",PHI,106,NYK,94
"Sun, Mar 11, 2012",IND,94,ORL,107
"Sun, Mar 11, 2012",ATL,106,SAC,99
"Sun, Mar 11, 2012",MIL,105,TOR,99
"Mon, Mar 12, 2012",NYK,99,CHI,104
"Mon, Mar 12, 2012",BOS,94,LAC,85
"Mon, Mar 12, 2012",MIL,105,BKN,99
"Mon, Mar 12, 2012",CHA,73,NOH,71
"Mon, Mar 12, 2012",MIN,127,PHX,124
"Mon, Mar 12, 2012",WAS,97,SAS,112
"Mon, Mar 12, 2012",DET,90,UTA,105
"Tue, Mar 13, 2012",TOR,96,CLE,88
"Tue, Mar 13, 2012",WAS,98,DAL,107
"Tue, Mar 13, 2012",ATL,117,DEN,118
"Tue, Mar 13, 2012",POR,75,IND,92
"Tue, Mar 13, 2012",LAL,116,MEM,111
"Tue, Mar 13, 2012",HOU,104,OKC,103
"Tue, Mar 13, 2012",MIA,98,ORL,104
"Tue, Mar 13, 2012",GSW,115,SAC,89
"Wed, Mar 14, 2012",MIA,102,CHI,106
"Wed, Mar 14, 2012",BOS,105,GSW,103
"Wed, Mar 14, 2012",CHA,87,HOU,107
"Wed, Mar 14, 2012",PHI,94,IND,111
"Wed, Mar 14, 2012",ATL,82,LAC,96
"Wed, Mar 14, 2012",CLE,105,MIL,115
"Wed, Mar 14, 2012",TOR,84,BKN,98
"Wed, Mar 14, 2012",LAL,107,NOH,101
"Wed, Mar 14, 2012",POR,79,NYK,121
"Wed, Mar 14, 2012",UTA,111,PHX,120
"Wed, Mar 14, 2012",DET,124,SAC,112
"Wed, Mar 14, 2012",ORL,111,SAS,122
"Thu, Mar 15, 2012",CHA,96,DAL,101
"Thu, Mar 15, 2012",OKC,103,DEN,90
"Thu, Mar 15, 2012",PHX,91,LAC,87
"Thu, Mar 15, 2012",WAS,99,NOH,89
"Thu, Mar 15, 2012",MIN,105,UTA,111
"Fri, Mar 16, 2012",WAS,88,ATL,102
"Fri, Mar 16, 2012",POR,100,CHI,89
"Fri, Mar 16, 2012",MIL,120,GSW,98
"Fri, Mar 16, 2012",MIN,92,LAL,97
"Fri, Mar 16, 2012",TOR,114,MEM,110
"Fri, Mar 16, 2012",IND,100,NYK,115
"Fri, Mar 16, 2012",SAS,114,OKC,105
"Fri, Mar 16, 2012",BKN,70,ORL,86
"Fri, Mar 16, 2012",MIA,84,PHI,78
"Fri, Mar 16, 2012",DET,101,PHX,109
"Fri, Mar 16, 2012",BOS,95,SAC,120
"Sat, Mar 17, 2012",TOR,103,CHA,107
"Sat, Mar 17, 2012",PHI,80,CHI,89
"Sat, Mar 17, 2012",SAS,99,DAL,106
"Sat, Mar 17, 2012",BOS,91,DEN,98
"Sat, Mar 17, 2012",NYK,102,IND,88
"Sat, Mar 17, 2012",HOU,91,LAC,95
"Sat, Mar 17, 2012",NOH,102,BKN,94
"Sat, Mar 17, 2012",GSW,92,UTA,99
"Sun, Mar 18, 2012",ATL,103,CLE,87
"Sun, Mar 18, 2012",DET,83,LAC,87
"Sun, Mar 18, 2012",UTA,103,LAL,99
"Sun, Mar 18, 2012",WAS,92,MEM,97
"Sun, Mar 18, 2012",ORL,81,MIA,91
"Sun, Mar 18, 2012",POR,95,OKC,111
"Sun, Mar 18, 2012",HOU,86,PHX,99
"Sun, Mar 18, 2012",MIN,99,SAC,115
"Mon, Mar 19, 2012",BOS,79,ATL,76
"Mon, Mar 19, 2012",PHI,105,CHA,80
"Mon, Mar 19, 2012",DAL,112,DEN,95
"Mon, Mar 19, 2012",MIN,97,GSW,93
"Mon, Mar 19, 2012",CLE,105,BKN,100
"Mon, Mar 19, 2012",CHI,85,ORL,59
"Tue, Mar 20, 2012",LAL,104,HOU,107
"Tue, Mar 20, 2012",LAC,89,IND,102
"Tue, Mar 20, 2012",PHX,95,MIA,99
"Tue, Mar 20, 2012",TOR,87,NYK,106
"Tue, Mar 20, 2012",MIL,116,POR,87
"Tue, Mar 20, 2012",MEM,110,SAC,119
"Tue, Mar 20, 2012",OKC,90,UTA,97
"Wed, Mar 21, 2012",CLE,102,ATL,103
"Wed, Mar 21, 2012",LAL,109,DAL,93
"Wed, Mar 21, 2012",DET,115,DEN,116
"Wed, Mar 21, 2012",WAS,108,BKN,89
"Wed, Mar 21, 2012",GSW,101,NOH,92
"Wed, Mar 21, 2012",LAC,91,OKC,114
"Wed, Mar 21, 2012",PHX,93,ORL,103
"Wed, Mar 21, 2012",NYK,82,PHI,79
"Wed, Mar 21, 2012",MIN,100,SAS,116
"Wed, Mar 21, 2012",CHI,94,TOR,82
"Thu, Mar 22, 2012",GSW,83,HOU,109
"Thu, Mar 22, 2012",BOS,100,MIL,91
"Thu, Mar 22, 2012",LAC,90,NOH,97
"Thu, Mar 22, 2012",MEM,93,POR,97
"Thu, Mar 22, 2012",UTA,103,SAC,102
"Thu, Mar 22, 2012",IND,85,WAS,83
"Fri, Mar 23, 2012",BKN,84,ATL,93
"Fri, Mar 23, 2012",MIL,112,CHA,92
"Fri, Mar 23, 2012",MIA,88,DET,73
"Fri, Mar 23, 2012",PHX,113,IND,111
"Fri, Mar 23, 2012",POR,96,LAL,103
"Fri, Mar 23, 2012",MIN,140,OKC,149
"Fri, Mar 23, 2012",CLE,80,ORL,93
"Fri, Mar 23, 2012",BOS,86,PHI,99
"Fri, Mar 23, 2012",DAL,87,SAS,104
"Fri, Mar 23, 2012",NYK,79,TOR,96
"Fri, Mar 23, 2012",DEN,102,UTA,121
"Sat, Mar 24, 2012",TOR,101,CHI,102
"Sat, Mar 24, 2012",SAC,108,GSW,111
"Sat, Mar 24, 2012",DAL,101,HOU,99
"Sat, Mar 24, 2012",MEM,85,LAC,101
"Sat, Mar 24, 2012",IND,125,MIL,104
"Sat, Mar 24, 2012",CHA,89,BKN,102
"Sat, Mar 24, 2012",SAS,89,NOH,86
"Sat, Mar 24, 2012",DET,79,NYK,101
"Sat, Mar 24, 2012",ATL,95,WAS,92
"Sun, Mar 25, 2012",UTA,133,ATL,139
"Sun, Mar 25, 2012",WAS,76,BOS,88
"Sun, Mar 25, 2012",PHX,108,CLE,83
"Sun, Mar 25, 2012",MEM,102,LAL,96
"Sun, Mar 25, 2012",DEN,100,MIN,117
"Sun, Mar 25, 2012",MIA,87,OKC,103
"Sun, Mar 25, 2012",GSW,87,POR,90
"Sun, Mar 25, 2012",PHI,76,SAS,93
"Mon, Mar 26, 2012",BOS,102,CHA,95
"Mon, Mar 26, 2012",DEN,108,CHI,91
"Mon, Mar 26, 2012",SAC,106,HOU,113
"Mon, Mar 26, 2012",MIA,90,IND,105
"Mon, Mar 26, 2012",NOH,85,LAC,97
"Mon, Mar 26, 2012",UTA,105,BKN,84
"Mon, Mar 26, 2012",MIL,80,NYK,89
"Mon, Mar 26, 2012",ORL,117,TOR,101
"Mon, Mar 26, 2012",DET,79,WAS,77
"Tue, Mar 27, 2012",HOU,81,DAL,90
"Tue, Mar 27, 2012",LAL,104,GSW,101
"Tue, Mar 27, 2012",MIN,86,MEM,93
"Tue, Mar 27, 2012",ATL,101,MIL,108
"Tue, Mar 27, 2012",CLE,85,PHI,103
"Tue, Mar 27, 2012",SAS,107,PHX,100
"Tue, Mar 27, 2012",OKC,109,POR,95
"Wed, Mar 28, 2012",CHI,98,ATL,77
"Wed, Mar 28, 2012",UTA,82,BOS,94
"Wed, Mar 28, 2012",MIN,88,CHA,83
"Wed, Mar 28, 2012",DET,87,CLE,75
"Wed, Mar 28, 2012",NOH,102,GSW,87
"Wed, Mar 28, 2012",PHX,86,LAC,103
"Wed, Mar 28, 2012",IND,84,BKN,100
"Wed, Mar 28, 2012",ORL,86,NYK,108
"Wed, Mar 28, 2012",SAS,117,SAC,112
"Wed, Mar 28, 2012",DEN,96,TOR,105
"Thu, Mar 29, 2012",WAS,89,IND,93
"Thu, Mar 29, 2012",OKC,102,LAL,93
"Thu, Mar 29, 2012",DAL,85,MIA,106
"Thu, Mar 29, 2012",NOH,93,POR,99
"Fri, Mar 30, 2012",NYK,90,ATL,100
"Fri, Mar 30, 2012",DEN,99,CHA,88
"Fri, Mar 30, 2012",DET,71,CHI,83
"Fri, Mar 30, 2012",MIL,121,CLE,84
"Fri, Mar 30, 2012",BKN,102,GSW,100
"Fri, Mar 30, 2012",MEM,89,HOU,98
"Fri, Mar 30, 2012",POR,97,LAC,98
"Fri, Mar 30, 2012",BOS,100,MIN,79
"Fri, Mar 30, 2012",DAL,100,ORL,98
"Fri, Mar 30, 2012",MIA,113,TOR,101
"Fri, Mar 30, 2012",SAC,104,UTA,103
"Fri, Mar 30, 2012",PHI,76,WAS,97
"Sat, Mar 31, 2012",CHA,107,DET,110
"Sat, Mar 31, 2012",UTA,96,LAC,105
"Sat, Mar 31, 2012",NOH,85,LAL,88
"Sat, Mar 31, 2012",MEM,99,MIL,95
"Sat, Mar 31, 2012",CLE,75,NYK,91
"Sat, Mar 31, 2012",ATL,90,PHI,95
"Sat, Mar 31, 2012",BKN,111,SAC,99
"Sat, Mar 31, 2012",IND,103,SAS,112
"Sun, Apr 1, 2012",MIA,72,BOS,91
"Sun, Apr 1, 2012",IND,104,HOU,102
"Sun, Apr 1, 2012",GSW,112,LAL,120
"Sun, Apr 1, 2012",CHI,78,OKC,92
"Sun, Apr 1, 2012",DEN,104,ORL,101
"Sun, Apr 1, 2012",NOH,75,PHX,92
"Sun, Apr 1, 2012",MIN,106,POR,119
"Sun, Apr 1, 2012",WAS,92,TOR,99
"Mon, Apr 2, 2012",HOU,99,CHI,93
"Mon, Apr 2, 2012",LAC,94,DAL,75
"Mon, Apr 2, 2012",MEM,94,OKC,88
"Mon, Apr 2, 2012",UTA,102,POR,97
"Mon, Apr 2, 2012",MIN,108,SAC,116
"Mon, Apr 2, 2012",MIL,112,WAS,98
"Tue, Apr 3, 2012",SAS,125,CLE,90
"Tue, Apr 3, 2012",ORL,95,DET,102
"Tue, Apr 3, 2012",NYK,104,IND,112
"Tue, Apr 3, 2012",BKN,87,LAL,91
"Tue, Apr 3, 2012",GSW,94,MEM,98
"Tue, Apr 3, 2012",PHI,93,MIA,99
"Tue, Apr 3, 2012",PHX,109,SAC,100
"Tue, Apr 3, 2012",CHA,87,TOR,92
"Wed, Apr 4, 2012",CHA,93,ATL,120
"Wed, Apr 4, 2012",SAS,87,BOS,86
"Wed, Apr 4, 2012",MEM,85,DAL,95
"Wed, Apr 4, 2012",LAL,113,LAC,108
"Wed, Apr 4, 2012",OKC,93,MIA,98
"Wed, Apr 4, 2012",CLE,98,MIL,107
"Wed, Apr 4, 2012",GSW,97,MIN,94
"Wed, Apr 4, 2012",DEN,92,NOH,94
"Wed, Apr 4, 2012",TOR,99,PHI,78
"Wed, Apr 4, 2012",BKN,88,POR,101
"Wed, Apr 4, 2012",PHX,107,UTA,105
"Wed, Apr 4, 2012",IND,109,WAS,96
"Thu, Apr 5, 2012",BOS,86,CHI,93
"Thu, Apr 5, 2012",WAS,94,DET,99
"Thu, Apr 5, 2012",NYK,96,ORL,80
"Thu, Apr 5, 2012",LAC,93,SAC,85
"Fri, Apr 6, 2012",DET,96,ATL,101
"Fri, Apr 6, 2012",POR,99,DAL,97
"Fri, Apr 6, 2012",PHX,99,DEN,105
"Fri, Apr 6, 2012",OKC,98,IND,103
"Fri, Apr 6, 2012",HOU,112,LAL,107
"Fri, Apr 6, 2012",MEM,97,MIA,82
"Fri, Apr 6, 2012",CHA,90,MIL,95
"Fri, Apr 6, 2012",WAS,98,BKN,110
"Fri, Apr 6, 2012",NOH,103,SAS,128
"Fri, Apr 6, 2012",CLE,84,TOR,80
"Fri, Apr 6, 2012",GSW,98,UTA,104
"Sat, Apr 7, 2012",ATL,116,CHA,96
"Sat, Apr 7, 2012",DEN,97,GSW,112
"Sat, Apr 7, 2012",BOS,86,IND,72
"Sat, Apr 7, 2012",SAC,94,LAC,109
"Sat, Apr 7, 2012",DAL,89,MEM,94
"Sat, Apr 7, 2012",POR,94,MIL,116
"Sat, Apr 7, 2012",MIN,90,NOH,99
"Sat, Apr 7, 2012",ORL,88,PHI,82
"Sat, Apr 7, 2012",LAL,105,PHX,125
"Sun, Apr 8, 2012",PHI,79,BOS,103
"Sun, Apr 8, 2012",DET,75,MIA,98
"Sun, Apr 8, 2012",CLE,117,BKN,122
"Sun, Apr 8, 2012",CHI,99,NYK,100
"Sun, Apr 8, 2012",TOR,75,OKC,91
"Sun, Apr 8, 2012",HOU,104,SAC,87
"Sun, Apr 8, 2012",UTA,104,SAS,114
"Mon, Apr 9, 2012",WAS,113,CHA,85
"Mon, Apr 9, 2012",GSW,84,DEN,123
"Mon, Apr 9, 2012",TOR,98,IND,103
"Mon, Apr 9, 2012",LAC,85,MEM,94
"Mon, Apr 9, 2012",OKC,109,MIL,89
"Mon, Apr 9, 2012",PHX,114,MIN,90
"Mon, Apr 9, 2012",LAL,93,NOH,91
"Mon, Apr 9, 2012",DET,89,ORL,119
"Mon, Apr 9, 2012",HOU,94,POR,89
"Mon, Apr 9, 2012",SAS,84,UTA,91
"Tue, Apr 10, 2012",NYK,86,CHI,98
"Tue, Apr 10, 2012",CHA,90,CLE,103
"Tue, Apr 10, 2012",SAC,100,DAL,110
"Tue, Apr 10, 2012",BOS,115,MIA,107
"Tue, Apr 10, 2012",PHI,107,BKN,88
"Tue, Apr 10, 2012",ORL,85,WAS,93
"Wed, Apr 11, 2012",ATL,86,BOS,88
"Wed, Apr 11, 2012",IND,104,CLE,98
"Wed, Apr 11, 2012",MIN,107,DEN,113
"Wed, Apr 11, 2012",UTA,103,HOU,91
"Wed, Apr 11, 2012",PHX,93,MEM,104
"Wed, Apr 11, 2012",NYK,111,MIL,107
"Wed, Apr 11, 2012",SAC,96,NOH,105
"Wed, Apr 11, 2012",LAC,100,OKC,98
"Wed, Apr 11, 2012",GSW,110,POR,118
"Wed, Apr 11, 2012",LAL,98,SAS,84
"Wed, Apr 11, 2012",PHI,93,TOR,75
"Thu, Apr 12, 2012",DET,109,CHA,85
"Thu, Apr 12, 2012",MIA,86,CHI,96
"Thu, Apr 12, 2012",DAL,112,GSW,103
"Thu, Apr 12, 2012",LAC,95,MIN,82
"Thu, Apr 12, 2012",MEM,97,SAS,107
"Fri, Apr 13, 2012",MIL,113,DET,97
"Fri, Apr 13, 2012",PHX,112,HOU,105
"Fri, Apr 13, 2012",CLE,83,IND,102
"Fri, Apr 13, 2012",DEN,97,LAL,103
"Fri, Apr 13, 2012",CHA,82,MIA,105
"Fri, Apr 13, 2012",UTA,85,NOH,96
"Fri, Apr 13, 2012",WAS,65,NYK,103
"Fri, Apr 13, 2012",SAC,89,OKC,115
"Fri, Apr 13, 2012",ATL,109,ORL,81
"Fri, Apr 13, 2012",BKN,95,PHI,89
"Fri, Apr 13, 2012",DAL,97,POR,94
"Fri, Apr 13, 2012",BOS,79,TOR,84
"Sat, Apr 14, 2012",GSW,104,LAC,112
"Sat, Apr 14, 2012",UTA,98,MEM,103
"Sat, Apr 14, 2012",IND,105,MIL,99
"Sat, Apr 14, 2012",OKC,115,MIN,110
"Sat, Apr 14, 2012",BOS,94,BKN,82
"Sat, Apr 14, 2012",PHX,91,SAS,105
"Sat, Apr 14, 2012",CLE,98,WAS,89
"Sun, Apr 15, 2012",TOR,102,ATL,86
"Sun, Apr 15, 2012",BOS,94,CHA,82
"Sun, Apr 15, 2012",ORL,100,CLE,84
"Sun, Apr 15, 2012",HOU,86,DEN,101
"Sun, Apr 15, 2012",CHI,100,DET,94
"Sun, Apr 15, 2012",DAL,108,LAL,112
"Sun, Apr 15, 2012",MEM,75,NOH,88
"Sun, Apr 15, 2012",MIA,93,NYK,85
"Sun, Apr 15, 2012",POR,103,SAC,104
"Mon, Apr 16, 2012",NOH,75,CHA,67
"Mon, Apr 16, 2012",WAS,87,CHI,84
"Mon, Apr 16, 2012",SAS,120,GSW,99
"Mon, Apr 16, 2012",DEN,105,HOU,102
"Mon, Apr 16, 2012",MIN,88,IND,111
"Mon, Apr 16, 2012",OKC,77,LAC,92
"Mon, Apr 16, 2012",MIA,101,BKN,98
"Mon, Apr 16, 2012",PHI,100,ORL,113
"Mon, Apr 16, 2012",POR,107,PHX,125
"Mon, Apr 16, 2012",ATL,109,TOR,87
"Mon, Apr 16, 2012",DAL,121,UTA,123
"Tue, Apr 17, 2012",CLE,77,DET,116
"Tue, Apr 17, 2012",SAS,112,LAL,91
"Tue, Apr 17, 2012",MEM,91,MIN,84
"Tue, Apr 17, 2012",BOS,110,NYK,118
"Tue, Apr 17, 2012",IND,102,PHI,97
"Wed, Apr 18, 2012",DET,84,ATL,116
"Wed, Apr 18, 2012",ORL,98,BOS,102
"Wed, Apr 18, 2012",CHI,100,CHA,68
"Wed, Apr 18, 2012",PHI,103,CLE,87
"Wed, Apr 18, 2012",HOU,110,DAL,117
"Wed, Apr 18, 2012",LAC,104,DEN,98
"Wed, Apr 18, 2012",LAL,99,GSW,87
"Wed, Apr 18, 2012",NOH,91,MEM,103
"Wed, Apr 18, 2012",TOR,72,MIA,96
"Wed, Apr 18, 2012",NYK,104,BKN,95
"Wed, Apr 18, 2012",OKC,109,PHX,97
"Wed, Apr 18, 2012",UTA,112,POR,91
"Wed, Apr 18, 2012",SAS,127,SAC,102
"Wed, Apr 18, 2012",MIL,112,WAS,121
"Thu, Apr 19, 2012",MIN,91,DET,80
"Thu, Apr 19, 2012",MIL,109,IND,118
"Thu, Apr 19, 2012",CHI,72,MIA,83
"Thu, Apr 19, 2012",HOU,99,NOH,105
"Thu, Apr 19, 2012",LAC,90,PHX,93
"Fri, Apr 20, 2012",BOS,92,ATL,97
"Fri, Apr 20, 2012",MEM,85,CHA,80
"Fri, Apr 20, 2012",NYK,90,CLE,98
"Fri, Apr 20, 2012",GSW,94,DAL,104
"Fri, Apr 20, 2012",OKC,103,SAC,92
"Fri, Apr 20, 2012",LAL,97,SAS,121
"Sat, Apr 21, 2012",DAL,83,CHI,93
"Sat, Apr 21, 2012",GSW,96,HOU,99
"Sat, Apr 21, 2012",PHI,109,IND,106
"Sat, Apr 21, 2012",POR,89,MEM,93
"Sat, Apr 21, 2012",WAS,86,MIA,84
"Sat, Apr 21, 2012",BKN,95,MIL,106
"Sat, Apr 21, 2012",DEN,118,PHX,107
"Sat, Apr 21, 2012",ORL,107,UTA,117
"Sun, Apr 22, 2012",NYK,113,ATL,112
"Sun, Apr 22, 2012",SAC,114,CHA,88
"Sun, Apr 22, 2012",ORL,74,DEN,101
"Sun, Apr 22, 2012",TOR,73,DET,76
"Sun, Apr 22, 2012",NOH,98,LAC,107
"Sun, Apr 22, 2012",OKC,106,LAL,114
"Sun, Apr 22, 2012",HOU,88,MIA,97
"Sun, Apr 22, 2012",GSW,93,MIN,88
"Sun, Apr 22, 2012",CLE,98,SAS,114
"Mon, Apr 23, 2012",DET,97,IND,103
"Mon, Apr 23, 2012",CLE,101,MEM,109
"Mon, Apr 23, 2012",TOR,86,MIL,92
"Mon, Apr 23, 2012",PHI,105,BKN,87
"Mon, Apr 23, 2012",POR,89,SAS,124
"Mon, Apr 23, 2012",CHA,73,WAS,101
"Tue, Apr 24, 2012",LAC,102,ATL,109
"Tue, Apr 24, 2012",MIA,66,BOS,78
"Tue, Apr 24, 2012",NOH,83,GSW,81
"Tue, Apr 24, 2012",SAC,110,OKC,118
"Tue, Apr 24, 2012",PHX,88,UTA,100
"Wed, Apr 25, 2012",WAS,96,CLE,85
"Wed, Apr 25, 2012",CHI,92,IND,87
"Wed, Apr 25, 2012",PHI,90,MIL,85
"Wed, Apr 25, 2012",LAC,93,NYK,99
"Wed, Apr 25, 2012",DEN,106,OKC,101
"Wed, Apr 25, 2012",CHA,95,ORL,102
"Wed, Apr 25, 2012",SAS,110,PHX,106
"Thu, Apr 26, 2012",DAL,89,ATL,106
"Thu, Apr 26, 2012",MIL,74,BOS,87
"Thu, Apr 26, 2012",NYK,104,CHA,84
"Thu, Apr 26, 2012",CLE,75,CHI,107
"Thu, Apr 26, 2012",PHI,86,DET,108
"Thu, Apr 26, 2012",SAS,107,GSW,101
"Thu, Apr 26, 2012",NOH,77,HOU,84
"Thu, Apr 26, 2012",ORL,76,MEM,88
"Thu, Apr 26, 2012",DEN,131,MIN,102
"Thu, Apr 26, 2012",LAL,96,SAC,113
"Thu, Apr 26, 2012",BKN,67,TOR,98
"Thu, Apr 26, 2012",POR,94,UTA,96
"Thu, Apr 26, 2012",MIA,70,WAS,104
