Date,Visitor/Neutral,PTS,Home/Neutral,PTS
"Tue, Nov 6, 2007",DEN,112,NYK,119
"Tue, Nov 6, 2007",OKC,98,SAC,104
"Wed, Nov 7, 2007",PHX,96,ATL,105
"Wed, Nov 7, 2007",DEN,93,BOS,119
"Wed, Nov 7, 2007",LAC,104,IND,89
"Wed, Nov 7, 2007",CHA,63,PHI,94
"Wed, Nov 7, 2007",NOH,90,POR,93
"Wed, Nov 7, 2007",MIA,78,SAS,88
"Wed, Nov 7, 2007",MEM,105,OKC,98
"Wed, Nov 7, 2007",ORL,105,TOR,96
"Wed, Nov 7, 2007",CLE,101,UTA,103
"Thu, Nov 8, 2007",DET,93,CHI,97
"Thu, Nov 8, 2007",DAL,120,GSW,115
"Thu, Nov 8, 2007",WAS,85,BKN,87
"Fri, Nov 9, 2007",ATL,83,BOS,106
"Fri, Nov 9, 2007",IND,87,CHA,96
"Fri, Nov 9, 2007",LAC,79,DET,103
"Fri, Nov 9, 2007",MIL,88,HOU,104
"Fri, Nov 9, 2007",MIN,93,LAL,107
"Fri, Nov 9, 2007",PHX,106,MIA,101
"Fri, Nov 9, 2007",SAS,97,NOH,85
"Fri, Nov 9, 2007",ORL,112,NYK,102
"Fri, Nov 9, 2007",TOR,105,PHI,103
"Fri, Nov 9, 2007",MEM,98,POR,110
"Fri, Nov 9, 2007",CLE,93,SAC,91
"Fri, Nov 9, 2007",UTA,103,OKC,101
"Fri, Nov 9, 2007",DEN,118,WAS,92
"Sat, Nov 10, 2007",TOR,101,CHI,71
"Sat, Nov 10, 2007",DEN,113,IND,106
"Sat, Nov 10, 2007",BOS,112,BKN,101
"Sat, Nov 10, 2007",PHX,106,ORL,96
"Sat, Nov 10, 2007",DAL,82,POR,91
"Sat, Nov 10, 2007",MIN,93,SAC,100
"Sat, Nov 10, 2007",MEM,94,UTA,118
"Sun, Nov 11, 2007",WAS,101,ATL,90
"Sun, Nov 11, 2007",HOU,85,CHA,82
"Sun, Nov 11, 2007",CLE,103,LAC,95
"Sun, Nov 11, 2007",MIA,75,NYK,72
"Sun, Nov 11, 2007",NOH,93,PHI,72
"Sun, Nov 11, 2007",MIL,88,SAS,113
"Sun, Nov 11, 2007",DET,107,OKC,103
"Mon, Nov 12, 2007",CLE,100,DEN,122
"Mon, Nov 12, 2007",NOH,84,BKN,82
"Mon, Nov 12, 2007",SAC,93,UTA,117
"Tue, Nov 13, 2007",MIA,76,CHA,91
"Tue, Nov 13, 2007",PHI,84,DAL,99
"Tue, Nov 13, 2007",BOS,101,IND,86
"Tue, Nov 13, 2007",HOU,99,MEM,105
"Tue, Nov 13, 2007",OKC,76,ORL,103
"Tue, Nov 13, 2007",NYK,102,PHX,113
"Tue, Nov 13, 2007",DET,94,POR,102
"Tue, Nov 13, 2007",LAL,92,SAS,107
"Wed, Nov 14, 2007",CHA,109,ATL,117
"Wed, Nov 14, 2007",BKN,69,BOS,91
"Wed, Nov 14, 2007",ORL,117,CLE,116
"Wed, Nov 14, 2007",POR,93,DEN,110
"Wed, Nov 14, 2007",DET,111,GSW,104
"Wed, Nov 14, 2007",LAL,93,HOU,90
"Wed, Nov 14, 2007",NYK,81,LAC,84
"Wed, Nov 14, 2007",OKC,104,MIA,95
"Wed, Nov 14, 2007",MEM,99,MIL,102
"Wed, Nov 14, 2007",SAC,103,MIN,108
"Wed, Nov 14, 2007",PHI,76,NOH,95
"Wed, Nov 14, 2007",UTA,92,TOR,88
"Wed, Nov 14, 2007",IND,90,WAS,103
"Thu, Nov 15, 2007",SAS,92,DAL,105
"Thu, Nov 15, 2007",CHI,102,PHX,112
"Fri, Nov 16, 2007",OKC,126,ATL,123
"Fri, Nov 16, 2007",MIA,91,BOS,92
"Fri, Nov 16, 2007",UTA,94,CLE,99
"Fri, Nov 16, 2007",LAC,105,GSW,122
"Fri, Nov 16, 2007",DET,91,LAL,103
"Fri, Nov 16, 2007",NOH,120,MEM,118
"Fri, Nov 16, 2007",WAS,105,MIN,89
"Fri, Nov 16, 2007",ORL,95,BKN,70
"Fri, Nov 16, 2007",POR,88,PHI,92
"Fri, Nov 16, 2007",NYK,118,SAC,123
"Fri, Nov 16, 2007",HOU,84,SAS,90
"Fri, Nov 16, 2007",IND,101,TOR,110
"Sat, Nov 17, 2007",OKC,84,CHA,100
"Sat, Nov 17, 2007",MEM,105,DAL,108
"Sat, Nov 17, 2007",NYK,83,DEN,115
"Sat, Nov 17, 2007",PHX,115,HOU,105
"Sat, Nov 17, 2007",UTA,97,IND,117
"Sat, Nov 17, 2007",CHI,92,LAC,73
"Sat, Nov 17, 2007",ATL,96,MIL,105
"Sat, Nov 17, 2007",NOH,100,MIN,82
"Sat, Nov 17, 2007",MIA,91,BKN,87
"Sat, Nov 17, 2007",POR,90,WAS,109
"Sun, Nov 18, 2007",CHI,78,LAL,106
"Sun, Nov 18, 2007",BOS,102,ORL,104
"Sun, Nov 18, 2007",DET,95,SAC,105
"Sun, Nov 18, 2007",GSW,106,TOR,100
"Mon, Nov 19, 2007",POR,92,CHA,101
"Mon, Nov 19, 2007",OKC,108,MEM,125
"Mon, Nov 19, 2007",ORL,95,NOH,88
"Mon, Nov 19, 2007",BKN,75,UTA,102
"Tue, Nov 20, 2007",SAS,95,ATL,83
"Tue, Nov 20, 2007",MIL,111,CLE,107
"Tue, Nov 20, 2007",TOR,99,DAL,105
"Tue, Nov 20, 2007",CHI,91,DEN,112
"Tue, Nov 20, 2007",LAL,134,IND,114
"Tue, Nov 20, 2007",GSW,108,NYK,82
"Tue, Nov 20, 2007",PHX,100,SAC,98
"Tue, Nov 20, 2007",PHI,101,WAS,116
"Wed, Nov 21, 2007",GSW,82,BOS,105
"Wed, Nov 21, 2007",WAS,114,CHA,111
"Wed, Nov 21, 2007",NYK,86,DET,98
"Wed, Nov 21, 2007",DAL,100,HOU,94
"Wed, Nov 21, 2007",DEN,90,LAC,101
"Wed, Nov 21, 2007",TOR,95,MEM,89
"Wed, Nov 21, 2007",ATL,82,MIA,79
"Wed, Nov 21, 2007",LAL,103,MIL,110
"Wed, Nov 21, 2007",CLE,97,MIN,86
"Wed, Nov 21, 2007",IND,105,NOH,93
"Wed, Nov 21, 2007",SAC,111,PHX,127
"Wed, Nov 21, 2007",BKN,106,POR,101
"Wed, Nov 21, 2007",ORL,110,SAS,128
"Fri, Nov 23, 2007",LAL,94,BOS,107
"Fri, Nov 23, 2007",MIN,93,DEN,99
"Fri, Nov 23, 2007",PHI,78,DET,83
"Fri, Nov 23, 2007",DAL,107,IND,111
"Fri, Nov 23, 2007",HOU,91,MIA,98
"Fri, Nov 23, 2007",CHA,92,ORL,105
"Fri, Nov 23, 2007",LAC,94,PHX,113
"Fri, Nov 23, 2007",SAC,84,POR,87
"Fri, Nov 23, 2007",MEM,88,SAS,101
"Fri, Nov 23, 2007",BKN,98,OKC,93
"Fri, Nov 23, 2007",NOH,71,UTA,99
"Fri, Nov 23, 2007",GSW,123,WAS,115
"Sat, Nov 24, 2007",BOS,96,CHA,95
"Sat, Nov 24, 2007",TOR,108,CLE,111
"Sat, Nov 24, 2007",DEN,81,HOU,109
"Sat, Nov 24, 2007",NOH,98,LAC,89
"Sat, Nov 24, 2007",WAS,118,MEM,124
"Sat, Nov 24, 2007",DAL,95,MIL,97
"Sat, Nov 24, 2007",ATL,94,MIN,87
"Sat, Nov 24, 2007",CHI,78,NYK,85
"Sat, Nov 24, 2007",MIA,99,ORL,120
"Sat, Nov 24, 2007",GSW,100,PHI,98
"Sun, Nov 25, 2007",UTA,103,DET,93
"Sun, Nov 25, 2007",CLE,111,IND,106
"Sun, Nov 25, 2007",BKN,102,LAL,100
"Sun, Nov 25, 2007",SAS,116,OKC,101
"Sun, Nov 25, 2007",CHI,78,TOR,93
"Mon, Nov 26, 2007",WAS,110,DAL,98
"Mon, Nov 26, 2007",PHX,114,GSW,129
"Mon, Nov 26, 2007",HOU,88,LAC,71
"Mon, Nov 26, 2007",MIN,103,NOH,94
"Mon, Nov 26, 2007",UTA,109,NYK,113
"Mon, Nov 26, 2007",ORL,85,POR,74
"Mon, Nov 26, 2007",SAS,99,SAC,112
"Tue, Nov 27, 2007",ATL,78,CHI,90
"Tue, Nov 27, 2007",BOS,104,CLE,109
"Tue, Nov 27, 2007",IND,112,DEN,110
"Tue, Nov 27, 2007",OKC,99,LAL,106
"Tue, Nov 27, 2007",CHA,90,MIA,110
"Tue, Nov 27, 2007",PHI,114,MIL,99
"Tue, Nov 27, 2007",MEM,110,BKN,103
"Wed, Nov 28, 2007",MIL,80,ATL,96
"Wed, Nov 28, 2007",MIN,103,DAL,109
"Wed, Nov 28, 2007",CLE,74,DET,109
"Wed, Nov 28, 2007",UTA,106,PHI,95
"Wed, Nov 28, 2007",HOU,100,PHX,94
"Wed, Nov 28, 2007",IND,95,POR,89
"Wed, Nov 28, 2007",GSW,103,SAC,96
"Wed, Nov 28, 2007",WAS,94,SAS,109
"Wed, Nov 28, 2007",ORL,110,OKC,94
"Wed, Nov 28, 2007",MEM,91,TOR,103
"Thu, Nov 29, 2007",NYK,59,BOS,104
"Thu, Nov 29, 2007",HOU,94,GSW,113
"Thu, Nov 29, 2007",DEN,99,LAL,127
"Fri, Nov 30, 2007",NOH,92,ATL,86
"Fri, Nov 30, 2007",POR,80,DAL,91
"Fri, Nov 30, 2007",LAC,107,DEN,123
"Fri, Nov 30, 2007",BOS,95,MIA,85
"Fri, Nov 30, 2007",SAS,106,MIN,91
"Fri, Nov 30, 2007",MIL,88,NYK,91
"Fri, Nov 30, 2007",WAS,84,PHI,85
"Fri, Nov 30, 2007",ORL,106,PHX,110
"Fri, Nov 30, 2007",IND,93,OKC,95
"Fri, Nov 30, 2007",CLE,82,TOR,91
"Fri, Nov 30, 2007",LAL,96,UTA,120
"Sat, Dec 1, 2007",CHA,95,CHI,111
"Sat, Dec 1, 2007",MIN,80,MEM,109
"Sat, Dec 1, 2007",DET,117,MIL,91
"Sat, Dec 1, 2007",PHI,92,BKN,94
"Sat, Dec 1, 2007",DAL,108,NOH,112
"Sat, Dec 1, 2007",HOU,99,SAC,107
"Sat, Dec 1, 2007",TOR,97,WAS,101
"Sun, Dec 2, 2007",CLE,70,BOS,80
"Sun, Dec 2, 2007",MIA,89,DEN,115
"Sun, Dec 2, 2007",BKN,95,DET,118
"Sun, Dec 2, 2007",IND,101,LAC,95
"Sun, Dec 2, 2007",ORL,104,LAL,97
"Sun, Dec 2, 2007",PHX,115,NYK,104
"Sun, Dec 2, 2007",POR,79,SAS,100
"Sun, Dec 2, 2007",GSW,109,OKC,96
"Mon, Dec 3, 2007",DAL,103,CHI,98
"Mon, Dec 3, 2007",ORL,123,GSW,117
"Mon, Dec 3, 2007",POR,106,MEM,105
"Mon, Dec 3, 2007",ATL,88,PHI,79
"Mon, Dec 3, 2007",CHA,79,TOR,98
"Mon, Dec 3, 2007",MIA,101,UTA,110
"Tue, Dec 4, 2007",DET,106,ATL,95
"Tue, Dec 4, 2007",BKN,100,CLE,79
"Tue, Dec 4, 2007",PHX,121,IND,117
"Tue, Dec 4, 2007",MIL,87,LAC,78
"Tue, Dec 4, 2007",LAL,116,MIN,95
"Tue, Dec 4, 2007",UTA,107,SAC,117
"Wed, Dec 5, 2007",CHI,91,CHA,82
"Wed, Dec 5, 2007",LAL,111,DEN,107
"Wed, Dec 5, 2007",MIL,90,GSW,120
"Wed, Dec 5, 2007",MEM,92,HOU,105
"Wed, Dec 5, 2007",NYK,100,BKN,93
"Wed, Dec 5, 2007",DET,91,NOH,76
"Wed, Dec 5, 2007",BOS,113,PHI,103
"Wed, Dec 5, 2007",DAL,95,SAS,97
"Wed, Dec 5, 2007",LAC,88,OKC,95
"Wed, Dec 5, 2007",PHX,136,TOR,123
"Wed, Dec 5, 2007",CLE,86,WAS,105
"Thu, Dec 6, 2007",MIN,89,ATL,90
"Thu, Dec 6, 2007",DEN,122,DAL,109
"Thu, Dec 6, 2007",MIA,106,POR,112
"Fri, Dec 7, 2007",TOR,84,BOS,112
"Fri, Dec 7, 2007",CHI,98,DET,91
"Fri, Dec 7, 2007",MIA,113,GSW,120
"Fri, Dec 7, 2007",HOU,96,BKN,89
"Fri, Dec 7, 2007",MEM,116,NOH,118
"Fri, Dec 7, 2007",IND,115,ORL,109
"Fri, Dec 7, 2007",NYK,90,PHI,101
"Fri, Dec 7, 2007",LAC,97,SAC,87
"Fri, Dec 7, 2007",UTA,98,SAS,104
"Fri, Dec 7, 2007",MIL,98,OKC,104
"Fri, Dec 7, 2007",PHX,122,WAS,107
"Sat, Dec 8, 2007",MEM,78,ATL,86
"Sat, Dec 8, 2007",CLE,93,CHA,96
"Sat, Dec 8, 2007",BOS,92,CHI,81
"Sat, Dec 8, 2007",UTA,117,DAL,125
"Sat, Dec 8, 2007",SAC,97,DEN,101
"Sat, Dec 8, 2007",PHX,93,MIN,100
"Sat, Dec 8, 2007",PHI,105,NYK,77
"Sun, Dec 9, 2007",CHA,85,DET,104
"Sun, Dec 9, 2007",MIA,100,LAC,94
"Sun, Dec 9, 2007",GSW,113,LAL,123
"Sun, Dec 9, 2007",OKC,88,NOH,91
"Sun, Dec 9, 2007",MIL,113,POR,117
"Sun, Dec 9, 2007",HOU,80,TOR,93
"Sun, Dec 9, 2007",BKN,89,WAS,104
"Mon, Dec 10, 2007",DAL,99,NYK,89
"Mon, Dec 10, 2007",ATL,98,ORL,87
"Mon, Dec 10, 2007",HOU,88,PHI,100
"Mon, Dec 10, 2007",MIA,117,PHX,113
"Mon, Dec 10, 2007",MIL,93,SAC,96
"Tue, Dec 11, 2007",TOR,100,ATL,88
"Tue, Dec 11, 2007",OKC,96,CHI,123
"Tue, Dec 11, 2007",IND,105,CLE,118
"Tue, Dec 11, 2007",SAS,84,GSW,96
"Tue, Dec 11, 2007",DET,113,MEM,103
"Tue, Dec 11, 2007",LAC,91,BKN,82
"Tue, Dec 11, 2007",POR,97,UTA,89
"Tue, Dec 11, 2007",MIN,88,WAS,102
"Wed, Dec 12, 2007",SAC,78,BOS,90
"Wed, Dec 12, 2007",LAC,103,CHA,108
"Wed, Dec 12, 2007",NOH,99,DEN,105
"Wed, Dec 12, 2007",DET,77,HOU,80
"Wed, Dec 12, 2007",CHI,102,IND,117
"Wed, Dec 12, 2007",ORL,86,MIL,100
"Wed, Dec 12, 2007",OKC,117,NYK,110
"Wed, Dec 12, 2007",MIN,94,PHI,98
"Wed, Dec 12, 2007",UTA,98,PHX,103
"Wed, Dec 12, 2007",GSW,95,POR,105
"Wed, Dec 12, 2007",DAL,76,TOR,92
"Thu, Dec 13, 2007",SAS,97,LAL,102
"Thu, Dec 13, 2007",WAS,104,MIA,91
"Fri, Dec 14, 2007",MIL,82,BOS,104
"Fri, Dec 14, 2007",ORL,103,CHA,87
"Fri, Dec 14, 2007",NYK,96,CHI,101
"Fri, Dec 14, 2007",NOH,80,DAL,89
"Fri, Dec 14, 2007",ATL,81,DET,91
"Fri, Dec 14, 2007",LAL,106,GSW,108
"Fri, Dec 14, 2007",TOR,104,IND,93
"Fri, Dec 14, 2007",LAC,98,MEM,91
"Fri, Dec 14, 2007",OKC,99,MIN,88
"Fri, Dec 14, 2007",CLE,97,BKN,105
"Fri, Dec 14, 2007",SAC,109,PHI,99
"Fri, Dec 14, 2007",UTA,91,POR,99
"Sat, Dec 15, 2007",CHA,84,ATL,93
"Sat, Dec 15, 2007",PHI,92,CLE,86
"Sat, Dec 15, 2007",DAL,96,HOU,83
"Sat, Dec 15, 2007",IND,106,MIA,103
"Sat, Dec 15, 2007",MIN,92,MIL,95
"Sat, Dec 15, 2007",PHX,98,NOH,101
"Sat, Dec 15, 2007",BKN,86,NYK,94
"Sat, Dec 15, 2007",MEM,123,ORL,119
"Sat, Dec 15, 2007",DEN,91,SAS,102
"Sat, Dec 15, 2007",OKC,75,UTA,96
"Sat, Dec 15, 2007",SAC,79,WAS,92
"Sun, Dec 16, 2007",POR,116,DEN,105
"Sun, Dec 16, 2007",GSW,87,DET,109
"Sun, Dec 16, 2007",LAC,92,LAL,113
"Sun, Dec 16, 2007",BOS,90,TOR,77
"Mon, Dec 17, 2007",UTA,111,ATL,116
"Mon, Dec 17, 2007",MIL,99,CLE,104
"Mon, Dec 17, 2007",ORL,108,DAL,111
"Mon, Dec 17, 2007",GSW,125,MEM,117
"Mon, Dec 17, 2007",MIN,87,MIA,91
"Mon, Dec 17, 2007",IND,119,NYK,92
"Mon, Dec 17, 2007",NOH,76,POR,88
"Mon, Dec 17, 2007",PHX,100,SAS,95
"Tue, Dec 18, 2007",LAL,103,CHI,91
"Tue, Dec 18, 2007",TOR,80,LAC,77
"Tue, Dec 18, 2007",SAC,106,BKN,101
"Wed, Dec 19, 2007",MIA,111,ATL,114
"Wed, Dec 19, 2007",DET,87,BOS,85
"Wed, Dec 19, 2007",UTA,92,CHA,98
"Wed, Dec 19, 2007",PHX,105,DAL,108
"Wed, Dec 19, 2007",ORL,97,HOU,92
"Wed, Dec 19, 2007",PHI,85,IND,102
"Wed, Dec 19, 2007",SAS,85,MEM,88
"Wed, Dec 19, 2007",SAC,102,MIL,89
"Wed, Dec 19, 2007",GSW,111,MIN,98
"Wed, Dec 19, 2007",CLE,90,NYK,108
"Wed, Dec 19, 2007",TOR,96,POR,101
"Wed, Dec 19, 2007",NOH,107,OKC,93
"Wed, Dec 19, 2007",CHI,95,WAS,84
"Thu, Dec 20, 2007",LAL,90,CLE,94
"Thu, Dec 20, 2007",HOU,111,DEN,112
"Thu, Dec 20, 2007",BKN,107,MIA,103
"Fri, Dec 21, 2007",CHI,82,BOS,107
"Fri, Dec 21, 2007",NYK,95,CHA,105
"Fri, Dec 21, 2007",LAC,89,DAL,102
"Fri, Dec 21, 2007",MEM,67,DET,94
"Fri, Dec 21, 2007",IND,118,MIN,131
"Fri, Dec 21, 2007",UTA,113,ORL,94
"Fri, Dec 21, 2007",LAL,106,PHI,101
"Fri, Dec 21, 2007",DEN,96,POR,99
"Fri, Dec 21, 2007",TOR,115,OKC,123
"Fri, Dec 21, 2007",ATL,97,WAS,92
"Sat, Dec 22, 2007",HOU,116,CHI,98
"Sat, Dec 22, 2007",WAS,85,IND,93
"Sat, Dec 22, 2007",PHI,99,MEM,97
"Sat, Dec 22, 2007",UTA,102,MIA,104
"Sat, Dec 22, 2007",CHA,99,MIL,103
"Sat, Dec 22, 2007",GSW,95,BKN,100
"Sat, Dec 22, 2007",MIN,76,NOH,110
"Sat, Dec 22, 2007",TOR,103,PHX,122
"Sat, Dec 22, 2007",LAC,90,SAS,99
"Sun, Dec 23, 2007",ORL,91,BOS,103
"Sun, Dec 23, 2007",GSW,105,CLE,96
"Sun, Dec 23, 2007",HOU,82,DET,94
"Sun, Dec 23, 2007",LAL,95,NYK,90
"Sun, Dec 23, 2007",DEN,106,SAC,105
"Tue, Dec 25, 2007",MIA,82,CLE,96
"Tue, Dec 25, 2007",PHX,115,LAL,122
"Tue, Dec 25, 2007",OKC,79,POR,89
"Wed, Dec 26, 2007",IND,95,ATL,107
"Wed, Dec 26, 2007",WAS,108,CHA,104
"Wed, Dec 26, 2007",MIL,105,DEN,125
"Wed, Dec 26, 2007",MIN,101,GSW,105
"Wed, Dec 26, 2007",NOH,116,MEM,98
"Wed, Dec 26, 2007",DET,101,BKN,83
"Wed, Dec 26, 2007",NYK,96,ORL,110
"Wed, Dec 26, 2007",MIA,85,PHI,96
"Wed, Dec 26, 2007",BOS,89,SAC,69
"Wed, Dec 26, 2007",CHI,79,SAS,94
"Wed, Dec 26, 2007",DAL,90,UTA,99
"Thu, Dec 27, 2007",CLE,88,DAL,81
"Thu, Dec 27, 2007",PHX,108,LAC,88
"Thu, Dec 27, 2007",BOS,104,OKC,96
"Fri, Dec 28, 2007",NOH,99,CHA,85
"Fri, Dec 28, 2007",MIL,99,CHI,103
"Fri, Dec 28, 2007",IND,101,DET,114
"Fri, Dec 28, 2007",DEN,124,GSW,120
"Fri, Dec 28, 2007",UTA,109,LAL,123
"Fri, Dec 28, 2007",HOU,103,MEM,83
"Fri, Dec 28, 2007",ORL,121,MIA,114
"Fri, Dec 28, 2007",WAS,106,BKN,109
"Fri, Dec 28, 2007",LAC,88,PHX,94
"Fri, Dec 28, 2007",MIN,98,POR,109
"Fri, Dec 28, 2007",PHI,92,SAC,80
"Fri, Dec 28, 2007",TOR,83,SAS,73
"Sat, Dec 29, 2007",ATL,84,DAL,97
"Sat, Dec 29, 2007",TOR,79,HOU,91
"Sat, Dec 29, 2007",DET,98,IND,92
"Sat, Dec 29, 2007",BKN,97,MIL,95
"Sat, Dec 29, 2007",CLE,76,NOH,86
"Sat, Dec 29, 2007",CHA,95,ORL,104
"Sat, Dec 29, 2007",MIN,90,OKC,109
"Sat, Dec 29, 2007",BOS,104,UTA,98
"Sat, Dec 29, 2007",MIA,74,WAS,96
"Sun, Dec 30, 2007",GSW,105,DEN,95
"Sun, Dec 30, 2007",BOS,110,LAL,91
"Sun, Dec 30, 2007",CHI,100,NYK,83
"Sun, Dec 30, 2007",PHI,72,POR,97
"Sun, Dec 30, 2007",PHX,117,SAC,102
"Sun, Dec 30, 2007",MEM,87,SAS,111
"Mon, Dec 31, 2007",IND,103,CHA,107
"Mon, Dec 31, 2007",ORL,112,CHI,110
"Mon, Dec 31, 2007",MIL,69,DET,114
"Mon, Dec 31, 2007",GSW,112,HOU,95
"Mon, Dec 31, 2007",MIN,82,LAC,91
"Mon, Dec 31, 2007",TOR,97,NOH,92
"Mon, Dec 31, 2007",PHI,98,OKC,90
"Mon, Dec 31, 2007",POR,101,UTA,111
"Wed, Jan 2, 2008",HOU,93,BOS,97
"Wed, Jan 2, 2008",CHI,109,CHA,97
"Wed, Jan 2, 2008",ATL,94,CLE,98
"Wed, Jan 2, 2008",GSW,99,DAL,121
"Wed, Jan 2, 2008",MEM,90,IND,72
"Wed, Jan 2, 2008",NOH,95,LAC,81
"Wed, Jan 2, 2008",MIL,103,MIA,98
"Wed, Jan 2, 2008",POR,90,MIN,79
"Wed, Jan 2, 2008",SAC,107,NYK,97
"Wed, Jan 2, 2008",BKN,96,ORL,95
"Wed, Jan 2, 2008",PHI,107,UTA,110
"Wed, Jan 2, 2008",DET,106,WAS,93
"Thu, Jan 3, 2008",POR,115,CHI,109
"Thu, Jan 3, 2008",SAS,77,DEN,80
"Thu, Jan 3, 2008",OKC,96,PHX,104
"Fri, Jan 4, 2008",MEM,96,BOS,100
"Fri, Jan 4, 2008",SAC,93,CLE,97
"Fri, Jan 4, 2008",MIA,89,DAL,94
"Fri, Jan 4, 2008",NOH,116,GSW,104
"Fri, Jan 4, 2008",ATL,91,IND,113
"Fri, Jan 4, 2008",PHI,93,LAL,124
"Fri, Jan 4, 2008",WAS,101,MIL,77
"Fri, Jan 4, 2008",DEN,118,MIN,107
"Fri, Jan 4, 2008",CHA,96,BKN,102
"Fri, Jan 4, 2008",HOU,96,ORL,94
"Fri, Jan 4, 2008",NYK,93,SAS,97
"Fri, Jan 4, 2008",DET,101,TOR,85
"Sat, Jan 5, 2008",BKN,113,ATL,107
"Sat, Jan 5, 2008",SAC,93,CHI,94
"Sat, Jan 5, 2008",BOS,92,DET,85
"Sat, Jan 5, 2008",NYK,91,HOU,103
"Sat, Jan 5, 2008",NOH,118,PHX,113
"Sat, Jan 5, 2008",UTA,89,POR,103
"Sun, Jan 6, 2008",MIL,93,CHA,89
"Sun, Jan 6, 2008",PHI,96,DEN,109
"Sun, Jan 6, 2008",SAS,88,LAC,82
"Sun, Jan 6, 2008",IND,96,LAL,112
"Sun, Jan 6, 2008",MIA,94,MEM,101
"Sun, Jan 6, 2008",DAL,101,MIN,78
"Sun, Jan 6, 2008",CLE,93,TOR,90
"Sun, Jan 6, 2008",OKC,86,WAS,108
"Mon, Jan 7, 2008",SAS,121,GSW,130
"Mon, Jan 7, 2008",DEN,115,PHX,137
"Tue, Jan 8, 2008",BKN,99,CHA,115
"Tue, Jan 8, 2008",NYK,105,CHI,100
"Tue, Jan 8, 2008",OKC,79,CLE,95
"Tue, Jan 8, 2008",LAL,117,MEM,101
"Tue, Jan 8, 2008",MIA,91,MIN,101
"Tue, Jan 8, 2008",MIL,87,PHI,83
"Tue, Jan 8, 2008",ORL,100,SAC,104
"Tue, Jan 8, 2008",IND,89,UTA,111
"Tue, Jan 8, 2008",HOU,92,WAS,84
"Wed, Jan 9, 2008",CLE,81,ATL,90
"Wed, Jan 9, 2008",CHA,95,BOS,83
"Wed, Jan 9, 2008",DET,86,DAL,102
"Wed, Jan 9, 2008",ORL,113,LAC,106
"Wed, Jan 9, 2008",MIA,92,MIL,98
"Wed, Jan 9, 2008",OKC,88,BKN,99
"Wed, Jan 9, 2008",LAL,109,NOH,80
"Wed, Jan 9, 2008",HOU,101,NYK,92
"Wed, Jan 9, 2008",IND,122,PHX,129
"Wed, Jan 9, 2008",GSW,91,POR,109
"Wed, Jan 9, 2008",PHI,96,TOR,109
"Thu, Jan 10, 2008",MEM,113,SAC,116
